CODE;DATE_COLLECTE;DATE_HEURE_DEBUT;DATE_HEURE_FIN;MISSION;IMMAT;LIBELLE_CIRCUIT;TEMPS_D_ACTIVITE;TEMPS_D_ARRET;TEMPS_DE_MOTEUR_OFF;TEMPS_DE_PAUSE;TEMPS_DE_MARCHE_ARRIERE;TEMPS_DE_SERVICE;KM_D_ACTIVITE;KM_DE_HLP;KM_DE_MARCHE_ARRIERE;KM_DE_SERVICE;SOURCE;CODE_CIRCUIT;SECTEUR_CIRCUIT;TOURNEE_CIRCUIT;JOURS_CIRCUIT;FLUX_CIRCUIT
AUTO113983;5/10/2023;5/10/2023;;Collecte;zfpM2tUEF0;NO_T02_SEYSSINS A+I_JEU_OMR_1000;0;;;;;0;0;70,23;;70,23;Eco-dechet;;;;;
AUTO113985;5/10/2023;5/10/2023;;Collecte;lmRULFOu4I;NO_T04_SEYSSINS C EYBENS_JEU_OMR_993;0;;;;;0;0;72,84;;72,84;Eco-dechet;;;;;
AUTO114000;5/10/2023;5/10/2023;;Collecte;G9r6AqnDss;NO_T09_FONTAINE_JEU_DALIM_1706 V2;0;;;;;0;0;75,8;;75,8;Eco-dechet;;;;;
AUTO34974;2/10/2023;2/10/2023;;Collecte;912yxz768z;;0;183;31986;;;0;0;14,29;;14,29;GAM;;;;;
AUTO34956;2/10/2023;2/10/2023;;Collecte PAV;Mbtg7C288o;;21;5628;50;;21;0;0,01;17,87;0,01;17,88;GAM;;;;;
AUTO34951;2/10/2023;2/10/2023;;Collecte;v8ciubqaen;SUD_T12R_PONT CLAIX OUEST_LUN_OMR_120048;0;1461;;;;0;0;82,74;;82,74;GAM;120048;SUD;T12R;LUN;OMR
AUTO34952;2/10/2023;2/10/2023;2/10/2023;Collecte;oxe1pddfqt;SUD_T11_IDENTIF_LUN_CS_120065;10107;35;2858;;20;16444;14,8;30,32;0,01;45,12;GAM;120065;SUD;T11;LUN;CS
AUTO34953;2/10/2023;2/10/2023;;Collecte;9tcc9i42vm;GS_T06_VIF 1_LUN_OMR_129016;155;23;270;;155;0;0,1;84,35;0,1;84,45;GAM;129016;GS;T06;LUN;OMR
AUTO34954;2/10/2023;2/10/2023;;Collecte;a4rn5sg8yd;SUD_T12R_PONT CLAIX OUEST_LUN_OMR_120048;11434;642;;;89;0;14,24;39,21;0,07;53,45;GAM;120048;SUD;T12R;LUN;OMR
AUTO34955;2/10/2023;2/10/2023;;Collecte;ro9qinohi0;SUD_T01_ECH COLL_LUN_CS_120005;12825;689;;;95;0;9,42;30,42;0,06;39,84;GAM;120005;SUD;T01;LUN;CS
AUTO34957;2/10/2023;2/10/2023;;Collecte;u16rgi3exd;SUD_T05_GRE CP ECH COL_LUN_CS_120013;5619;621;;;57;0;4,61;40,3;0,01;44,91;GAM;120013;SUD;T05;LUN;CS
AUTO34958;2/10/2023;2/10/2023;2/10/2023;Collecte;y2qwjva4su;GS_T08_VIZILLE_LUN_OMR_160005;9116;26;704;;120;15872;14,56;77,71;0,05;92,27;GAM;160005;GS;T08;LUN;OMR
AUTO34959;2/10/2023;2/10/2023;2/10/2023;Collecte;59av7mpv00;SUD_T08_IDENTIF_LUN_CS_120059;10525;60;1309;;23;17203;10,17;27,19;0,01;37,36;GAM;120059;SUD;T08;LUN;CS
AUTO34968;2/10/2023;2/10/2023;;Collecte;tlgnhaw79b;;10121;696;;;145;0;15,08;38,18;0,11;53,26;GAM;;;;;
AUTO34960;2/10/2023;2/10/2023;;Collecte;uqvjh3gzxu;SUD_T10_IDENTIF_LUN_CS_120063;8579;44;2038;;215;0;10,38;27,1;0,08;37,48;GAM;120063;SUD;T10;LUN;CS
AUTO34961;2/10/2023;2/10/2023;2/10/2023;Collecte;1t8IcmYe1z;SUD_T09_IDENTIF_LUN_CS_120061;11906;32;2397;;161;18228;9,54;21,66;0,09;31,2;GAM;120061;SUD;T09;LUN;CS
AUTO34962;2/10/2023;2/10/2023;2/10/2023;Collecte;nlz4jniqc3;GS_T06_VIF 1_LUN_OMR_129016;445;;;;;984;1,07;6,39;;7,46;GAM;129016;GS;T06;LUN;OMR
AUTO34963;2/10/2023;2/10/2023;;Collecte;7nHTChwECF;SUD_T MINI_PN GRE ECH CLX PCLX_ MAR_OMR_120067;8839;283;;;97;0;12,93;29,68;0,03;42,61;GAM;120067;SUD;T MINI; MAR;OMR
AUTO34964;2/10/2023;2/10/2023;;Collecte;nlz4jniqc3;GS_T06_VIF 1_LUN_OMR_129016;9514;239;493;;25;0;24,1;58,43;0,01;82,53;GAM;129016;GS;T06;LUN;OMR
AUTO34965;2/10/2023;2/10/2023;;Collecte;dcw2igdtrd;SUD_T06_CLAIX HT_LUN_OMR_120051;127;60;2913;;127;0;0,13;62,29;0,13;62,42;GAM;120051;SUD;T06;LUN;OMR
AUTO34969;2/10/2023;2/10/2023;;Collecte;3vd60rp65f;;1710;906;1713;;;0;2;39,79;;41,79;GAM;;;;;
AUTO34966;2/10/2023;2/10/2023;;Collecte;nczhm372sk;SUD_T07_CLAIX HT_LUN_OMR_120050;0;390;1545;;;0;0;64,39;;64,39;GAM;120050;SUD;T07;LUN;OMR
AUTO34970;2/10/2023;2/10/2023;;Collecte;ii2vc21row;;47;302;;;47;0;0,02;11,66;0,02;11,68;GAM;;;;;
AUTO34967;2/10/2023;2/10/2023;;Collecte;57igmhyovd;SUD_T MINI_PN GRE ECH CLX PCLX_LUN_CS_120067;81;374;5623;;81;0;0,03;34,11;0,03;34,14;GAM;120067;SUD;T MINI;LUN;CS
AUTO34971;2/10/2023;2/10/2023;;Collecte;FnZSedjmt4;NE_T09_SMH IND+ COLL_JEU_OMR_101015;6766;55;3091;;104;0;8,37;9,09;0,02;17,46;GAM;101015;NE;T09;JEU;OMR
AUTO34972;2/10/2023;2/10/2023;;Transport;aef992hscu;;709;2839;4262;;709;0;0,31;85,41;0,31;85,72;GAM;;;;;
AUTO34973;2/10/2023;2/10/2023;;Collecte;cpixtr8npf;;0;10327;1883;;;0;0;79,6;;79,6;GAM;;;;;
AUTO35607;13/10/2023;13/10/2023;13/10/2023;Collecte;y7gjux7fmc;NO_T11_GRE GARE LIBERA_VEN_OMR_151008;10684;35;;;192;22965;11,92;55,88;0,02;67,8;GAM;151008;NO;T11;VEN;OMR
AUTO35608;13/10/2023;13/10/2023;;Collecte;sjqx4xjr33;NO_T05_SEYSSINET D_MAR VEN_OMR_134009;8817;92;918;;;0;14,39;24,2;;38,59;GAM;134009;NO;T05;MAR VEN;OMR
AUTO35609;13/10/2023;13/10/2023;13/10/2023;Collecte;ukgs1JXztl;NO_T02_FONTAINE_VEN_OMR_131003;9769;1393;;;188;16908;11,54;24,32;0,16;35,86;GAM;131003;NO;T02;VEN;OMR
AUTO35610;13/10/2023;13/10/2023;13/10/2023;Collecte;ighzc1n730;NO_T04_SASSENAGE_VEN_OMR_133004;1701;755;307;;;20341;2,81;69,52;;72,33;GAM;133004;NO;T04;VEN;OMR
AUTO35611;13/10/2023;13/10/2023;;Collecte;37qykhmywu; TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale;28;288;4089;;28;0;0,01;25,56;0,01;25,57;GAM;; TEST NE;T08;LUN;OMR
AUTO35612;13/10/2023;13/10/2023;;Collecte;0jbxz085fw;NO_T10_GRE VALLIER_MAR_OMR_151010;0;807;2134;;;0;0;75;;75;GAM;151010;NO;T10;MAR;OMR
AUTO35613;13/10/2023;13/10/2023;;Collecte;bat8lwethv;NE_T12_GRE REY ABBAYE_MAR VEN_CS_110007;0;1425;3796;;;0;0;20,99;;20,99;GAM;110007;NE;T12;MAR VEN;CS
AUTO35614;13/10/2023;13/10/2023;13/10/2023;Collecte;duh6ayfpwb;NO_T09_GRE MARTYRS_MAR VEN_OMR_151005;4495;478;3386;;;20886;4,96;38,68;;43,64;GAM;151005;NO;T09;MAR VEN;OMR
AUTO35641;13/10/2023;13/10/2023;13/10/2023;Collecte;j364urbaz5;NE_T01_TRONC MEYS2_LUN JEU_OMR_110004;3776;60;435;;22;4843;6,29;3,47;0,02;9,76;GAM;110004;NE;T01;LUN JEU;OMR
AUTO35615;13/10/2023;13/10/2023;13/10/2023;Collecte;egru8o9gip;NE_T04_DOMENE EST_MAR VEN_OMR_112009;9915;60;;;33;14678;20,39;19,68;0,01;40,07;GAM;112009;NE;T04;MAR VEN;OMR
AUTO35616;13/10/2023;13/10/2023;;Collecte;h7qn96fkxd;NE_T07_SMH IND+COLL_VEN_CS_101013;9595;2125;2135;;;0;11,99;33,88;;45,87;GAM;101013;NE;T07;VEN;CS
AUTO35617;13/10/2023;13/10/2023;13/10/2023;Collecte;uzqctwc7pp;NE_T19_GRE CONDORCET G RAMBAUD_MAR VEN_CS_110022;0;687;3827;;;16290;0;20,83;;20,83;GAM;110022;NE;T19;MAR VEN;CS
AUTO35618;13/10/2023;13/10/2023;13/10/2023;Collecte;chy6rxpckl;GS_T04_STGC STPC NDC_VEN_OMR;0;415;643;;;17859;0;55,25;;55,25;GAM;;GS;T04;VEN;OMR
AUTO36310;25/10/2023;25/10/2023;25/10/2023;Collecte;tlgnhaw79b;SUD_T03 ZIZA_ECH_MER_FIB_120004;472;1897;;;51;10018;0,57;32,23;0,02;32,8;GAM;120004;SUD;T03 ZIZA;MER;FIB
AUTO36311;25/10/2023;25/10/2023;;Collecte;dcw2igdtrd;TEST SUD_T02 ZIZA OMR_ECH_MER_DIB_120004;42;1810;;;42;0;0,02;40,17;0,02;40,19;GAM;120004;TEST SUD;T02 ZIZA OMR;MER;DIB
AUTO36315;25/10/2023;25/10/2023;;Collecte;claael2j88;;65;5386;12809;;65;0;0,02;11,13;0,02;11,15;GAM;;;;;
AUTO36312;25/10/2023;25/10/2023;25/10/2023;Collecte;0jbxz085fw;NO_T10_GRE VALLIER_LUN JEU_CS_151010;0;;;;;443;0;0;;0;GAM;151010;NO;T10;LUN JEU;CS
AUTO36314;25/10/2023;25/10/2023;;Transport;aef992hscu;;426;1592;3961;;426;0;0,24;92,25;0,24;92,49;GAM;;;;;
AUTO36313;25/10/2023;25/10/2023;25/10/2023;Collecte;tlgnhaw79b;SUD_T03 ZIZA_ECH_MER_FIB_120004;179;187;;;42;6055;0,22;20,53;0,05;20,75;GAM;120004;SUD;T03 ZIZA;MER;FIB
AUTO36316;25/10/2023;25/10/2023;;Collecte;3vd60rp65f;;0;1259;58;;;0;0;30,55;;30,55;GAM;;;;;
AUTO116244;30/10/2023;30/10/2023;;Collecte;g6Qe0CSkCl;;0;;;;;0;0;55,65;;55,65;Eco-dechet;;;;;
AUTO116242;30/10/2023;30/10/2023;30/10/2023;Collecte;ZwYrotlxXp;;0;;;;;6911;0;36,31;;36,31;Eco-dechet;;;;;
AUTO116250;30/10/2023;30/10/2023;30/10/2023;Collecte;lmRULFOu4I;CAMPUS - EMBALLAGE - MERCREDI;0;;;;;6187;0;14,7;;14,7;Eco-dechet;;;;;
AUTO116234;30/10/2023;30/10/2023;30/10/2023;Collecte;G9r6AqnDss;ST EGREVE 1821 LUN DALIM;0;;;;;28292;0;105,44;;105,44;Eco-dechet;;;;;
AUTO116237;30/10/2023;30/10/2023;;Collecte;6C1GvVqYtY;T5-GRENOBLE-CORENC-1822-DALIM LUN;0;;;;;0;0;84,04;;84,04;Eco-dechet;;;;;
AUTO116276;30/10/2023;30/10/2023;30/10/2023;Collecte;ZwYrotlxXp;SMH SE JARRIE 1724 LUN DALIM;0;;;;;6724;0;37,17;;37,17;Eco-dechet;;;;;
AUTO116278;30/10/2023;30/10/2023;30/10/2023;Collecte;lmRULFOu4I;SEYSS/POISAT 985 LUN CS;0;;;;;14741;0;49,4;;49,4;Eco-dechet;;;;;
AUTO36693;2/11/2023;2/11/2023;;Collecte;0jbxz085fw;NO_T10_GRE VALLIER_LUN JEU_CS_151010;0;693;4172;;;0;0;43,7;;43,7;GAM;151010;NO;T10;LUN JEU;CS
AUTO36694;2/11/2023;2/11/2023;;Collecte;o9wlc4qekx;NE_T19_GRE CONDORCET G RAMBAUD_LUN JEU_OMR_110022;23;60;7341;;23;0;0,01;48,32;0,01;48,33;GAM;110022;NE;T19;LUN JEU;OMR
AUTO36695;2/11/2023;2/11/2023;2/11/2023;Collecte;o4d9t8p252;NE_T09_SMH IND+ COLL_JEU_OMR_101015;9155;103;1563;;119;17922;14,57;39,5;0,05;54,07;GAM;101015;NE;T09;JEU;OMR
AUTO36696;2/11/2023;2/11/2023;2/11/2023;Collecte;bba8ef2dvl;NO_T03_SASSENAGE FONT_JEU_CS_130011;8134;476;5041;;47;18668;13,09;28,18;0,02;41,27;GAM;130011;NO;T03;JEU;CS
AUTO36697;2/11/2023;2/11/2023;2/11/2023;Collecte;ukgs1JXztl;NO_T02_FONTAINE_JEU_CS_131003;12354;1403;;;162;15424;13,16;5,07;0,1;18,23;GAM;131003;NO;T02;JEU;CS
AUTO36698;2/11/2023;2/11/2023;;Collecte;qshw7egqjb; TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale;6511;440;3134;;184;0;8,04;24,79;0,05;32,83;GAM;; TEST NE;T08;LUN;OMR
AUTO36699;2/11/2023;2/11/2023;2/11/2023;Collecte;sjqx4xjr33;NO_T05_SEYSSINET VERC_JEU_OMR_134009;7997;226;1277;;81;15376;20,52;39,75;0,1;60,27;GAM;134009;NO;T05;JEU;OMR
AUTO36700;2/11/2023;2/11/2023;2/11/2023;Collecte;AhnI9sMNTj;NO_T01_FONTAINE_JEU_CS_131001;7797;277;3421;;173;14793;13,73;29,18;0,17;42,91;GAM;131001;NO;T01;JEU;CS
AUTO36701;2/11/2023;2/11/2023;2/11/2023;Collecte;nlz4jniqc3;GS_T04_MTCH CHPGN CHP STPM_JEU_OMR;11625;60;392;;247;20482;22,02;71,11;0,27;93,13;GAM;;GS;T04;JEU;OMR
AUTO36702;2/11/2023;2/11/2023;;Collecte;ux94b14wke;NO_T06_ST EGREVE N_LUN JEU_CS_142006;8870;60;3282;;64;0;20,44;36,34;0,08;56,78;GAM;142006;NO;T06;LUN JEU;CS
AUTO36704;2/11/2023;2/11/2023;2/11/2023;Collecte;y7gjux7fmc;NO_T01_FONTAINE_JEU_CS_131001;7679;244;3134;;270;15351;10,52;29,53;0,17;40,05;GAM;131001;NO;T01;JEU;CS
AUTO36703;2/11/2023;2/11/2023;2/11/2023;Collecte;87haddx1cc;GS_T03_JARRIE SECTEUR 2 COLL_VEN_OMR;0;;;;;13;0;0;;0;GAM;;GS;T03;VEN;OMR
AUTO36705;2/11/2023;2/11/2023;;Collecte;j364urbaz5;NE_T01_TRONC MEYS2_LUN JEU_OMR_110004;9538;532;;;46;0;17,72;28,88;0,01;46,6;GAM;110004;NE;T01;LUN JEU;OMR
AUTO36706;2/11/2023;2/11/2023;2/11/2023;Collecte;87haddx1cc;GS_T03_VLH_JEU_CS;127;38;3192;;127;20636;0,12;54,57;0,12;54,69;GAM;;GS;T03;JEU;CS
AUTO36707;2/11/2023;2/11/2023;;Collecte;ighzc1n730;NO_T04_SASSENAGE_JEU_CS_133004;1737;262;1722;;;0;2,06;65,77;;67,83;GAM;133004;NO;T04;JEU;CS
AUTO36708;2/11/2023;2/11/2023;;Collecte;zp1g9jrpi1;NO_T14_GRE EAUX C_LUN JEU_CS_151007;45;391;6514;;45;0;0,01;40,87;0,01;40,88;GAM;151007;NO;T14;LUN JEU;CS
AUTO36709;2/11/2023;2/11/2023;;Collecte;chy6rxpckl;GS_TSAV_MAINTENANCE;0;3995;2218;;;0;0;76,9;;76,9;GAM;;GS;TSAV;;
AUTO36710;2/11/2023;2/11/2023;2/11/2023;Collecte;htl2qtq856;GS_T02_VARCES EST_JEU_CS_128013;8381;1072;2517;;155;19507;13,4;74,14;0,08;87,54;GAM;128013;GS;T02;JEU;CS
AUTO36711;2/11/2023;2/11/2023;2/11/2023;Collecte;912yxz768z;GS_T01 TSUP_ SECH MONT_JEU_OMR_160008;4522;1510;1597;;57;18980;7,33;85,01;0,02;92,34;GAM;160008;GS;T01 TSUP;JEU;OMR
AUTO36712;2/11/2023;2/11/2023;2/11/2023;Collecte;48siz8x96i;NE_T10_GRE HUGO TEISSEIRE_LUN JEU_OMR_110008;2897;8;;;14;10029;4,45;25,22;0,02;29,67;GAM;110008;NE;T10;LUN JEU;OMR
AUTO36713;2/11/2023;2/11/2023;2/11/2023;Collecte;egru8o9gip;NE_T04_MURIA SMH MUR_JEU_CS_116011;9229;193;321;;98;16130;17,38;35,55;0,05;52,93;GAM;116011;NE;T04;JEU;CS
AUTO36714;2/11/2023;2/11/2023;;Collecte;claael2j88;NO_T13_GRE CHORIER_MAR VEN_OMR_151004;49;212;1222;;49;0;0,01;31,28;0,01;31,29;GAM;151004;NO;T13;MAR VEN;OMR
AUTO36715;2/11/2023;2/11/2023;;Collecte;7lqyjw34p3;NO_T08_ST MARTIN LE VI_JEU_CS_143008;8422;60;689;;133;0;15,07;35,16;0,07;50,23;GAM;143008;NO;T08;JEU;CS
AUTO33943;13/9/2023;13/9/2023;;Collecte;1hx5205tl5;;0;1556;4652;;;0;0;58,63;;58,63;GAM;;;;;
AUTO33942;13/9/2023;13/9/2023;;Collecte;7lqyjw34p3;;7537;2710;;;125;0;8,27;65,18;0,08;73,45;GAM;;;;;
AUTO33929;13/9/2023;13/9/2023;13/9/2023;Collecte;vnudajkzk5;NE_T05 ZIZA_SMH_MER_DIB_101022;56;1618;4370;;56;18627;0,04;44,37;0,04;44,41;GAM;101022;NE;T05 ZIZA;MER;DIB
AUTO33930;13/9/2023;13/9/2023;;Collecte;37qykhmywu;NE_T06_SMH IND+COLL_JEU_OMR_101012;165;2044;2634;;165;0;0,07;63,24;0,07;63,31;GAM;101012;NE;T06;JEU;OMR
AUTO33932;13/9/2023;13/9/2023;13/9/2023;Collecte;oF7I4xGfPC;NE_T17_DOMENE EST_MER_CS_112009;10800;247;4764;;41;19136;12,66;20,47;0,02;33,13;GAM;112009;NE;T17;MER;CS
AUTO33933;13/9/2023;13/9/2023;;Collecte;g8k9apcqfs;NE_T14_MEY CHAR S4.S6_MER_OMR_ 115008;0;1012;4235;;;0;0;38,2;;38,2;GAM;115008;NE;T14;MER;OMR
AUTO33934;13/9/2023;13/9/2023;;Collecte;bat8lwethv;NE_T12_CORENC LE BAS_MER_CS_111004;0;1981;2130;;;0;0;20,18;;20,18;GAM;111004;NE;T12;MER;CS
AUTO33931;13/9/2023;13/9/2023;13/9/2023;Collecte;sx65jiyczg;NE_T02_CORENC LE HT tra_MER_OMR_111008;46;24;6598;;46;17113;0,03;24,21;0,03;24,24;GAM;111008;NE;T02;MER;OMR
AUTO33945;13/9/2023;13/9/2023;;Collecte;g4tx3nrqg0;;0;760;3111;;;0;0;57,89;;57,89;GAM;;;;;
AUTO33935;13/9/2023;13/9/2023;13/9/2023;Collecte;FnZSedjmt4; TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale;4462;60;;;;5843;10,01;12,13;;22,14;GAM;; TEST NE;T08;LUN;OMR
AUTO33941;13/9/2023;13/9/2023;;Collecte;duh6ayfpwb;NO_ZIZA FIB_VEUREY NOY_MER_FIB_130002;249;223;4265;;;0;0,15;63,67;;63,82;GAM;130002;NO;ZIZA FIB;MER;FIB
AUTO33948;13/9/2023;13/9/2023;;Collecte;770oxit9ng;;0;1156;;;;0;0;6,83;;6,83;GAM;;;;;
AUTO33949;13/9/2023;13/9/2023;;Collecte;7gzsssozgf;;70;2075;5058;;70;0;0,08;46,98;0,08;47,06;GAM;;;;;
AUTO33944;13/9/2023;13/9/2023;;Collecte;9zz5ph3zpi;NE_T13_MEYLAN S4 S6_MER_CS_115008;38;898;3603;;38;0;0,03;22,4;0,03;22,43;GAM;115008;NE;T13;MER;CS
AUTO33946;13/9/2023;13/9/2023;13/9/2023;Collecte;fknz9lrv64;NO_T02_SEYSSINET PER_MER_CS_134009;0;1551;40;;;7250;0;29,92;;29,92;GAM;134009;NO;T02;MER;CS
AUTO33947;13/9/2023;13/9/2023;13/9/2023;Collecte;0jbxz085fw;NO_ZIZA OMR_SEYSSINET_MER_DIB_140002;0;1675;6216;;;14673;0;41,53;;41,53;GAM;140002;NO;ZIZA OMR;MER;DIB
AUTO33950;13/9/2023;13/9/2023;;Transport;5eitxzjt9l;;0;13284;7939;;;0;0;152,99;;152,99;GAM;;;;;
AUTO33951;13/9/2023;13/9/2023;;Transport;61FRWBjauh;;935;8364;1853;;935;0;0,28;63,73;0,28;64,01;GAM;;;;;
AUTO33952;13/9/2023;13/9/2023;;Collecte;FnZSedjmt4;NE_T18_MEYLAN LE HAUT+GIERES_MER_OMR_110014;4386;323;;;101;0;4,84;15,78;0,05;20,62;GAM;110014;NE;T18;MER;OMR
AUTO33955;13/9/2023;13/9/2023;;Collecte PAV;37ix70x3dv;;72;4328;2107;;72;0;0,05;108,77;0,05;108,82;GAM;;;;;
AUTO33953;13/9/2023;13/9/2023;13/9/2023;Collecte PAV;cewxgzybhe;TEST PAV_1771_LA LUIRE_MER_CS_170005;207;10103;695;;207;19284;0,13;87,78;0,13;87,91;GAM;170005;TEST PAV;1771;MER;CS
AUTO33956;13/9/2023;13/9/2023;13/9/2023;Collecte PAV;ho0t7l1jay;;124;529;1071;;124;2743;0,1;16,75;0,1;16,85;GAM;;;;;
AUTO33954;13/9/2023;13/9/2023;13/9/2023;Collecte PAV;8qtjzvpvsd;circuit libre;123;7284;255;;123;16644;0,11;39,11;0,11;39,22;GAM;;circuit libre;;;
AUTO33958;13/9/2023;13/9/2023;;Collecte;RJCrNlKBLn;;23;218;60;;23;0;0,02;11,15;0,02;11,17;GAM;;;;;
AUTO33961;13/9/2023;13/9/2023;;Collecte PAV;Mbtg7C288o;;92;5088;2;;92;0;0,03;59,63;0,03;59,66;GAM;;;;;
AUTO33957;13/9/2023;13/9/2023;;Collecte;o4d9t8p252; TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale;31;60;;;31;0;0,01;5,71;0,01;5,72;GAM;; TEST NE;T08;LUN;OMR
AUTO33959;13/9/2023;13/9/2023;13/9/2023;Collecte;y2qwjva4su;GS_T08_VIZILLE_MER_OMR_160005;8371;273;;;29;12594;14,88;5,71;0,03;20,59;GAM;160005;GS;T08;MER;OMR
AUTO33960;13/9/2023;13/9/2023;;Collecte;v8ciubqaen;SUD_T01_ZIZA RUI GAL LOG ECH COLL_MER_120056;0;1043;;;;0;0;45,77;;45,77;GAM;120056;SUD;T01;MER;120056
AUTO33972;13/9/2023;13/9/2023;;Collecte;j364urbaz5;;321;1531;;;138;0;0,02;4,73;0,02;4,75;GAM;;;;;
AUTO33962;13/9/2023;13/9/2023;;Collecte;j1h4gptjli;GS_T06_VIF 1_MER_CS_129016;9929;60;;;70;0;22,75;79,72;0,02;102,47;GAM;129016;GS;T06;MER;CS
AUTO33963;13/9/2023;13/9/2023;;Collecte;a4rn5sg8yd;SUD_T12_PONT CL OUEST_MER_CS_120047;9251;453;;;148;0;9,36;38,04;0,11;47,4;GAM;120047;SUD;T12;MER;CS
AUTO33964;13/9/2023;13/9/2023;;Collecte;tlgnhaw79b;SUD_T03 ZIZA_ECH_MER_FIB_120004;3698;1479;;;76;0;4,7;74,23;0,03;78,93;GAM;120004;SUD;T03 ZIZA;MER;FIB
AUTO33973;13/9/2023;13/9/2023;;Collecte;9tcc9i42vm;;164;20;;;164;0;0,12;79,63;0,12;79,75;GAM;;;;;
AUTO33965;13/9/2023;13/9/2023;;Collecte;HHrKcPoPW1;TEST SUD_T04_ZIZA ECH PAV_MER_CS_120057;7793;35;4323;;197;0;12,96;45,49;0,08;58,45;GAM;120057;TEST SUD;T04;MER;CS
AUTO33966;13/9/2023;13/9/2023;;Collecte;3vd60rp65f;SUD_T02 ZIZA OMR_ECH_MER_DIB_120004;1460;1060;;;;0;0,99;67,34;;68,33;GAM;120004;SUD;T02 ZIZA OMR;MER;DIB
AUTO33967;13/9/2023;13/9/2023;;Collecte;57igmhyovd;SUD_T MINI_PN MONT_MER_OMR_120068;57;87;1216;;57;0;0,04;54,69;0,04;54,73;GAM;120068;SUD;T MINI;MER;OMR
AUTO33974;13/9/2023;13/9/2023;;Collecte;72hgb55djb;;0;447;2353;;;0;0;52,85;;52,85;GAM;;;;;
AUTO33968;13/9/2023;13/9/2023;13/9/2023;Collecte;uqvjh3gzxu;SUD_T10_BRIE ANG BRESS_MER_OMR_120001;8787;27;393;;150;14407;16,44;43,69;0,09;60,13;GAM;120001;SUD;T10;MER;OMR
AUTO33975;13/9/2023;13/9/2023;;Collecte;u16rgi3exd;;7973;682;4034;;138;0;9,52;23,69;0,11;33,21;GAM;;;;;
AUTO33969;13/9/2023;13/9/2023;;Collecte;59av7mpv00;SUD_T08_PONT CLAIX OUEST_MER_CS P_120049;3837;60;4858;;71;0;4,29;59,51;0,04;63,8;GAM;120049;SUD;T08;MER;CS P
AUTO33970;13/9/2023;13/9/2023;13/9/2023;Collecte;7nHTChwECF;TEST SUD_T04_ZIZA ECH PAV_MER_CS_120057;9472;41;1879;;34;16845;13,73;39,98;0,02;53,71;GAM;120057;TEST SUD;T04;MER;CS
AUTO114007;5/10/2023;5/10/2023;;Collecte;nzKGfnHeNE;SUD_T01_EYBENS GT_JEU_CS_1803;0;;;;;0;0;46,09;;46,09;Eco-dechet;;;;;
AUTO114008;5/10/2023;5/10/2023;;Collecte;FKMniUL5qh;GRENOBLE T2W_JEU_DALIM_1713 V2;0;;;;;0;0;11,57;;11,57;Eco-dechet;;;;;
AUTO35134;5/10/2023;5/10/2023;5/10/2023;Collecte;y7gjux7fmc;NO_T11_GRE GARE LIBERA_JEU_CS_151008;9190;502;2244;;59;19083;9,28;34,04;0,02;43,32;GAM;151008;NO;T11;JEU;CS
AUTO35135;5/10/2023;5/10/2023;5/10/2023;Collecte;sjqx4xjr33;NO_T05_SEYSSINET VERC_JEU_OMR_134009;9618;199;1349;;82;18324;24,4;32,62;0,09;57,02;GAM;134009;NO;T05;JEU;OMR
AUTO35136;5/10/2023;5/10/2023;5/10/2023;Collecte;ux94b14wke;NO_T01_FONTAINE_JEU_CS_131001;0;;;;;929;0;0;;0;GAM;131001;NO;T01;JEU;CS
AUTO35137;5/10/2023;5/10/2023;5/10/2023;Collecte;ighzc1n730;NO_T04_SASSENAGE_JEU_CS_133004;0;60;;;;1026;0;3,34;;3,34;GAM;133004;NO;T04;JEU;CS
AUTO35138;5/10/2023;5/10/2023;5/10/2023;Collecte;h7qn96fkxd;NE_T07_SMH IND+COLL_VEN_CS_101013;12638;482;1463;;;19695;13,62;17,41;;31,03;GAM;101013;NE;T07;VEN;CS
AUTO35139;5/10/2023;5/10/2023;5/10/2023;Collecte;ukgs1JXztl;NO_T02_FONTAINE_JEU_CS_131003;11582;958;;;73;13755;14,39;4,33;0,08;18,72;GAM;131003;NO;T02;JEU;CS
AUTO35140;5/10/2023;5/10/2023;;Collecte;bba8ef2dvl;NO_T03_SASSENAGE FONT_JEU_CS_130011;8401;1908;1144;;186;0;13,47;34,37;0,09;47,84;GAM;130011;NO;T03;JEU;CS
AUTO35141;5/10/2023;5/10/2023;5/10/2023;Collecte;chy6rxpckl;GS_T04_MTCH CHPGN CHP STPM_JEU_OMR;0;1633;;;;19646;0;67,48;;67,48;GAM;;GS;T04;JEU;OMR
AUTO35142;5/10/2023;5/10/2023;5/10/2023;Collecte;duh6ayfpwb;NO_T09_GRE MARTYRS_LUN JEU_CS_151005;5223;1203;933;;;15951;5,35;29,92;;35,27;GAM;151005;NO;T09;LUN JEU;CS
AUTO35143;5/10/2023;5/10/2023;5/10/2023;Collecte;egru8o9gip;NE_T04_MURIA SMH MUR_JEU_CS_116011;9348;60;369;;72;16765;15,43;37,41;0,04;52,84;GAM;116011;NE;T04;JEU;CS
