CODE;DATE_COLLECTE;DATE_HEURE_DEBUT;DATE_HEURE_FIN;MISSION;IMMAT;LIBELLE_CIRCUIT;TEMPS_D_ACTIVITE;TEMPS_D_ARRET;TEMPS_DE_MOTEUR_OFF;TEMPS_DE_PAUSE;TEMPS_DE_MARCHE_ARRIERE;TEMPS_DE_SERVICE;KM_D_ACTIVITE;KM_DE_HLP;KM_DE_MARCHE_ARRIERE;KM_DE_SERVICE;SOURCE;CODE_CIRCUIT;SECTEUR_CIRCUIT;TOURNEE_CIRCUIT;JOURS_CIRCUIT;FLUX_CIRCUIT
AUTO32293;11/8/2023;11/8/2023;;Collecte;AhnI9sMNTj;NO_T01_FONTAINE_VEN_OMR_131001;10045;188;6219;;123;0;15;33,96;0,09;48,96;GAM;131001;NO;T01;VEN;OMR
AUTO32294;11/8/2023;11/8/2023;11/8/2023;Collecte;ux94b14wke;NO_T06_ST EGREVE N_MAR VEN_OMR_142006;8220;60;1999;;166;17453;17,62;56,48;0,18;74,1;GAM;142006;NO;T06;MAR VEN;OMR
AUTO32308;11/8/2023;11/8/2023;;Collecte;1hx5205tl5;;0;60;4580;;;0;0;49,79;;49,79;GAM;;;;;
AUTO32295;11/8/2023;11/8/2023;11/8/2023;Collecte;g5z2rcnY7K; TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale;0;5;;;;205;0;2;;2;GAM;; TEST NE;T08;LUN;OMR
AUTO32296;11/8/2023;11/8/2023;;Collecte;claael2j88;NO_T13_GRE CHORIER_MAR VEN_OMR_151004;104;780;3071;;104;0;0,05;52,08;0,05;52,13;GAM;151004;NO;T13;MAR VEN;OMR
AUTO32297;11/8/2023;11/8/2023;11/8/2023;Collecte;h7qn96fkxd;NE_T07_SMH IND+COLL_VEN_CS_101013;8343;1353;1855;;;15065;11,39;23,75;;35,14;GAM;101013;NE;T07;VEN;CS
AUTO32309;11/8/2023;11/8/2023;;Collecte;a0lou2mbga;;17;247;;;17;0;0,01;14,26;0,01;14,27;GAM;;;;;
AUTO32298;11/8/2023;11/8/2023;11/8/2023;Collecte;uwr44zs7w5;NE_T08_SMH IND+COLL_VEN_CS_101014;0;62;7250;;;17327;0;23,85;;23,85;GAM;101014;NE;T08;VEN;CS
AUTO32299;11/8/2023;11/8/2023;;Collecte;g5z2rcnY7K; TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale;98;839;2430;;98;0;0,04;48,61;0,04;48,65;GAM;; TEST NE;T08;LUN;OMR
AUTO32300;11/8/2023;11/8/2023;11/8/2023;Collecte;eiffgae8rm;NE_T03_MEYLAN S1_MAR VEN_CS_115003;9101;297;3623;;184;15901;13,74;12,47;0,13;26,21;GAM;115003;NE;T03;MAR VEN;CS
AUTO32301;11/8/2023;11/8/2023;11/8/2023;Collecte;FnZSedjmt4;NE_T19_GRE CONDORCET G RAMBAUD_MAR VEN_CS_110022;6463;60;;;;7887;9,14;8,95;;18,09;GAM;110022;NE;T19;MAR VEN;CS
AUTO32302;11/8/2023;11/8/2023;;Collecte;egru8o9gip;NE_T04_VENON_MER_OMR_110026;11049;257;2190;;219;0;19,08;38,96;0,22;58,04;GAM;110026;NE;T04;MER;OMR
AUTO32303;11/8/2023;11/8/2023;;Collecte;oF7I4xGfPC;NE_T17_GRE GRENETTE MALHERBE_MAR VEN_CS_110006;9446;60;4583;;64;0;8,01;20,4;0,04;28,41;GAM;110006;NE;T17;MAR VEN;CS
AUTO32304;11/8/2023;11/8/2023;11/8/2023;Collecte;pvqkjig664;NE_T21_MEYLAN LE HAUT_VEN_CS_110014;0;;;;;1194;0;0,04;;0,04;GAM;110014;NE;T21;VEN;CS
AUTO32305;11/8/2023;11/8/2023;11/8/2023;Collecte;9zz5ph3zpi;NE_T13_GRE ST URS HOCHE J ARC_ MAR VEN_CS_110015;30;60;7650;;30;16949;0,07;19,3;0,07;19,37;GAM;110015;NE;T13; MAR VEN;CS
AUTO32311;11/8/2023;11/8/2023;;Collecte;fknz9lrv64;;0;1277;2170;;;0;0;64,33;;64,33;GAM;;;;;
AUTO32338;11/8/2023;11/8/2023;;Collecte;sx65jiyczg;;7;112;12938;;7;0;0,01;10,87;0,01;10,88;GAM;;;;;
AUTO32313;11/8/2023;11/8/2023;;Collecte;g8k9apcqfs;;0;978;4364;;;0;0;24,49;;24,49;GAM;;;;;
AUTO32310;11/8/2023;11/8/2023;11/8/2023;Collecte;jvdwb1fexp;NE_T21_MEYLAN LE HAUT_VEN_CS_110014;0;;;;;475;0;1,03;;1,03;GAM;110014;NE;T21;VEN;CS
AUTO32314;11/8/2023;11/8/2023;;Collecte;57igmhyovd;;57;1207;1925;;57;0;0,07;73,64;0,07;73,71;GAM;;;;;
AUTO32312;11/8/2023;11/8/2023;11/8/2023;Collecte;48siz8x96i;NE_T21_MEYLAN LE HAUT_VEN_CS_110014;2217;60;;;18;6175;4,01;15,5;0,01;19,51;GAM;110014;NE;T21;VEN;CS
AUTO32315;11/8/2023;11/8/2023;;Transport;Bj5S5eVr9N;;761;2330;4025;;761;0;0,25;98,11;0,25;98,36;GAM;;;;;
AUTO32325;11/8/2023;11/8/2023;;Collecte PAV;37ix70x3dv;;159;5528;538;;159;0;0,12;75,76;0,12;75,88;GAM;;;;;
AUTO32316;11/8/2023;11/8/2023;;Collecte;j1h4gptjli;GS_T06_LE GUA MIRIBEL_VEN_CS_124006;4987;261;3612;;68;0;10,2;91,87;0,02;102,07;GAM;124006;GS;T06;VEN;CS
AUTO32317;11/8/2023;11/8/2023;11/8/2023;Collecte PAV;ho0t7l1jay;test pav;178;7586;400;;178;14774;0,13;70,26;0,13;70,39;GAM;;test pav;;;
AUTO32318;11/8/2023;11/8/2023;11/8/2023;Collecte PAV;8qtjzvpvsd;test pav;114;8190;417;;114;15812;0,06;52,8;0,06;52,86;GAM;;test pav;;;
AUTO32328;11/8/2023;11/8/2023;;Collecte;y2qwjva4su;;8033;645;438;;107;0;12,38;51,08;0,07;63,46;GAM;;;;;
AUTO32329;11/8/2023;11/8/2023;;Collecte;3xwgytolne;;91;2033;;;91;0;0,05;46,09;0,05;46,14;GAM;;;;;
AUTO32319;11/8/2023;11/8/2023;11/8/2023;Collecte;9tcc9i42vm;GS_T07_ST PAUL DE VARC_VEN_CS_160002;125;60;;;125;12056;0,12;44,67;0,12;44,79;GAM;160002;GS;T07;VEN;CS
AUTO32320;11/8/2023;11/8/2023;11/8/2023;Collecte;oxe1pddfqt;SUD_T11_IDENTIF_VEN_OMR_120066;9085;60;4340;;62;17632;13,01;29,91;0,02;42,92;GAM;120066;SUD;T11;VEN;OMR
AUTO32331;11/8/2023;11/8/2023;;Collecte;7nHTChwECF;;8807;72;4439;;144;0;15,02;31,93;0,09;46,95;GAM;;;;;
AUTO32321;11/8/2023;11/8/2023;;Collecte;a4rn5sg8yd;SUD_T12_PONT CL OUEST_VEN_OMR_120048;6820;63;;;668;0;10,04;55,16;0,69;65,2;GAM;120048;SUD;T12;VEN;OMR
AUTO32332;11/8/2023;11/8/2023;;Collecte;HHrKcPoPW1;;9494;31;2609;;97;0;15,62;47,84;0,02;63,46;GAM;;;;;
AUTO32322;11/8/2023;11/8/2023;11/8/2023;Collecte;tlgnhaw79b;SUD_T03_ECH COLL V_VEN_OMR_120036;6372;514;;;24;12628;8,29;29,16;0,01;37,45;GAM;120036;SUD;T03;VEN;OMR
AUTO32323;11/8/2023;11/8/2023;11/8/2023;Collecte;59av7mpv00;SUD_T08_IDENTIF_VEN_OMR_120060;11338;60;;;109;15362;15,75;26,21;0,05;41,96;GAM;120060;SUD;T08;VEN;OMR
AUTO32334;11/8/2023;11/8/2023;;Collecte;u16rgi3exd;;8131;491;;;155;0;8,15;49,91;0,07;58,06;GAM;;;;;
AUTO32324;11/8/2023;11/8/2023;11/8/2023;Collecte;dcw2igdtrd;SUD_T10_IDENTIF_VEN_OMR_120064;104;979;346;;104;14622;0,07;56,81;0,07;56,88;GAM;120064;SUD;T10;VEN;OMR
AUTO32333;11/8/2023;11/8/2023;;Collecte;1t8IcmYe1z;;8967;60;4818;;44;0;12,14;22,71;0,03;34,85;GAM;;;;;
AUTO32326;11/8/2023;11/8/2023;;Collecte;ii2vc21row;SUD_T07_HERBEYS_VEN_OMR_120002;473;750;924;;473;0;0,23;64,09;0,23;64,32;GAM;120002;SUD;T07;VEN;OMR
AUTO32335;11/8/2023;11/8/2023;;Collecte;v8ciubqaen;;0;1033;641;;;0;0;68,26;;68,26;GAM;;;;;
AUTO32327;11/8/2023;11/8/2023;11/8/2023;Collecte;48siz8x96i;NE_T21_DOMENE OUEST_VEN_OMR_110016;2038;60;2539;;26;7259;3,91;14,93;0,01;18,84;GAM;110016;NE;T21;VEN;OMR
AUTO32330;11/8/2023;11/8/2023;;Collecte;3vd60rp65f;SUD_T02_ECH GRE COLL_VEN_OMR_120033;737;1258;370;;;0;0,8;37,85;;38,65;GAM;120033;SUD;T02;VEN;OMR
AUTO32336;11/8/2023;11/8/2023;;Collecte;ro9qinohi0;;130;510;3345;;130;0;0,09;18,79;0,09;18,88;GAM;;;;;
AUTO32343;11/8/2023;11/8/2023;11/8/2023;Collecte;72hgb55djb;;0;2348;7972;;;11516;0;15,37;;15,37;GAM;;;;;
AUTO32337;11/8/2023;11/8/2023;11/8/2023;Collecte;q730AZZ1SD;NE_T06_SMH IND+COLL_VEN_CS_101012;0;;;;;79;0;0;;0;GAM;101012;NE;T06;VEN;CS
AUTO32339;11/8/2023;11/8/2023;;Collecte;q730AZZ1SD;;0;;;;;0;0;0,02;;0,02;GAM;;;;;
AUTO32341;11/8/2023;11/8/2023;;Collecte;cpixtr8npf;;0;12425;4613;;;0;0;85,2;;85,2;GAM;;;;;
AUTO32342;11/8/2023;11/8/2023;;Collecte;duh6ayfpwb;NO_T01_FONTAINE_JEU_CS_131001;0;;;;;0;0;0;;0;GAM;131001;NO;T01;JEU;CS
AUTO32344;11/8/2023;11/8/2023;;Transport;aef992hscu;;476;2041;7031;;476;0;0,22;96,7;0,22;96,92;GAM;;;;;
AUTO32345;11/8/2023;11/8/2023;;Collecte;59av7mpv00;;1735;60;;;;0;0,23;4,36;;4,59;GAM;;;;;
AUTO32346;12/8/2023;12/8/2023;12/8/2023;Collecte;claael2j88;NO_T13_GRE CHORIER_MAR VEN_OMR_151004;232;43;;;232;9894;0,08;49,7;0,08;49,78;GAM;151004;NO;T13;MAR VEN;OMR
AUTO32347;12/8/2023;12/8/2023;;Transport;Bj5S5eVr9N;;1216;6064;4773;;1216;0;0,46;161,93;0,46;162,39;GAM;;;;;
AUTO32348;12/8/2023;12/8/2023;;Transport;aef992hscu;;916;6409;7400;;916;0;0,59;116,68;0,59;117,27;GAM;;;;;
AUTO32349;13/8/2023;13/8/2023;;Collecte;59av7mpv00;;1960;469;;;26;0;0,17;30,94;0,02;31,11;GAM;;;;;
AUTO32350;14/8/2023;14/8/2023;14/8/2023;Collecte;chy6rxpckl;GS_T04_NDM CHPDRAC_LUN_OMR;0;1000;347;;;17886;0;56,08;;56,08;GAM;;GS;T04;LUN;OMR
AUTO32351;14/8/2023;14/8/2023;14/8/2023;Collecte;qshw7egqjb;NE_T16_GRE BROC VILLEBOIS POT_LUN JEU_OMR_110025;0;;;;;40;0;0;;0;GAM;110025;NE;T16;LUN JEU;OMR
AUTO32352;14/8/2023;14/8/2023;14/8/2023;Collecte;87haddx1cc;GS_T03_JARRIE SECTEUR 1 COLL_LUN_OMR;488;355;;;488;19830;0,52;55,38;0,52;55,9;GAM;;GS;T03;LUN;OMR
AUTO32353;14/8/2023;14/8/2023;;Collecte;0jbxz085fw;NO_T10_GRE VALLIER_LUN JEU_CS_151010;0;534;;;;0;0;43,87;;43,87;GAM;151010;NO;T10;LUN JEU;CS
AUTO32354;14/8/2023;14/8/2023;;Collecte;qshw7egqjb;NE_T16_GRE BROC VILLEBOIS POT_LUN JEU_OMR_110025;6111;456;3508;;111;0;6,5;20,26;0,02;26,76;GAM;110025;NE;T16;LUN JEU;OMR
AUTO32355;14/8/2023;14/8/2023;;Collecte;o4d9t8p252;NE_T09_SMH COLLECTIF_LUN_OMR_101015;10039;783;222;;254;0;11,53;44,92;0,22;56,45;GAM;101015;NE;T09;LUN;OMR
AUTO32357;14/8/2023;14/8/2023;14/8/2023;Collecte;ukgs1JXztl;NO_T02_FONTAINE_LUN_CS_131003;9965;60;;;;11317;18,8;4,24;;23,04;GAM;131003;NO;T02;LUN;CS
AUTO32356;14/8/2023;14/8/2023;14/8/2023;Collecte;eiffgae8rm;NE_T03_MEYLAN S1_LUN JEU_OMR_115003;8907;311;;;447;13521;12,16;14,97;0,24;27,13;GAM;115003;NE;T03;LUN JEU;OMR
AUTO32358;14/8/2023;14/8/2023;14/8/2023;Collecte;912yxz768z;GS_T01_MTCHB STBS CHPG_LUN_OMR;9072;60;1811;;48;18304;15,87;58,85;0,02;74,72;GAM;;GS;T01;LUN;OMR
AUTO32359;14/8/2023;14/8/2023;14/8/2023;Collecte;j364urbaz5;NE_T01_TRONC MEYS2_LUN JEU_OMR_110004;11888;488;;;79;18294;23,47;13,11;0,02;36,58;GAM;110004;NE;T01;LUN JEU;OMR
AUTO32360;14/8/2023;14/8/2023;14/8/2023;Collecte;htl2qtq856;GS_T02_CASERNE VARCES_LUN_OMR_160009;7616;2478;1453;;132;17790;15,59;70,78;0,06;86,37;GAM;160009;GS;T02;LUN;OMR
AUTO32361;14/8/2023;14/8/2023;14/8/2023;Collecte;ux94b14wke;NO_T06_ST EGREVE N_LUN JEU_CS_142006;9900;60;455;;106;15791;21,28;36,24;0,12;57,52;GAM;142006;NO;T06;LUN JEU;CS
AUTO32380;14/8/2023;14/8/2023;;Collecte;y7gjux7fmc;;7267;353;358;;57;0;9,85;44,1;0,03;53,95;GAM;;;;;
AUTO32381;14/8/2023;14/8/2023;;Collecte;bba8ef2dvl;;9179;352;2826;;156;0;15,3;30,55;0,18;45,85;GAM;;;;;
AUTO32362;14/8/2023;14/8/2023;;Collecte;AhnI9sMNTj;NO_T01_FONTAINE_LUN_CS_131001;12584;278;4854;;160;0;17,41;43,83;0,13;61,24;GAM;131001;NO;T01;LUN;CS
AUTO32363;14/8/2023;14/8/2023;;Collecte;ighzc1n730;NO_T04_SASSENAGE_LUN_CS_133004;3384;562;;;;0;6,53;62,98;;69,51;GAM;133004;NO;T04;LUN;CS
AUTO32364;14/8/2023;14/8/2023;;Collecte;ih6g9vhdlz;NO_T07_ST EGREVE SUD_JEU_CS_142007;55;633;;;55;0;0,05;61,84;0,05;61,89;GAM;142007;NO;T07;JEU;CS
AUTO32365;14/8/2023;14/8/2023;;Collecte;3xwgytolne;NO_T16_20EME POLLUEES_LUN_CS P_152000;155;1202;;;155;0;0,15;69,88;0,15;70,03;GAM;152000;NO;T16;LUN;CS P
AUTO32366;14/8/2023;14/8/2023;14/8/2023;Collecte;sjqx4xjr33;NO_T05_SEYSSINET VERC_LUN_OMR_134009;8886;60;851;;32;14018;25,21;36,93;0,02;62,14;GAM;134009;NO;T05;LUN;OMR
AUTO32367;14/8/2023;14/8/2023;;Collecte;claael2j88;NO_T13_GRE CHORIER_LUN JEU_CS_151004;78;1949;2930;;78;0;0,08;43;0,08;43,08;GAM;151004;NO;T13;LUN JEU;CS
AUTO32368;14/8/2023;14/8/2023;14/8/2023;Collecte;h7qn96fkxd;NE_T07_SMH COLLECTIF_LUN_OMR_101013;9604;743;1669;;;17262;10,84;24,75;;35,59;GAM;101013;NE;T07;LUN;OMR
AUTO32369;14/8/2023;14/8/2023;;Collecte;g8k9apcqfs;NE_T14_GRE VERDUN JOUHAUX_LUN_OMR_110009;0;441;5476;;;0;0;33,39;;33,39;GAM;110009;NE;T14;LUN;OMR
AUTO32370;14/8/2023;14/8/2023;;Collecte;7lqyjw34p3;NO_T08_ST MARTIN LE VI_LUN_CS_143008;9401;60;;;165;0;18,45;40,91;0,07;59,36;GAM;143008;NO;T08;LUN;CS
AUTO32371;14/8/2023;14/8/2023;;Collecte;bat8lwethv;NE_T12_GRE REY ABBAYE_LUN JEU_OMR_110007;0;1006;1642;;;0;0;24,09;;24,09;GAM;110007;NE;T12;LUN JEU;OMR
AUTO32372;14/8/2023;14/8/2023;14/8/2023;Collecte;duh6ayfpwb;NO_T09_GRE MARTYRS_LUN JEU_CS_151005;4262;1002;1403;;;15635;4,79;40,87;;45,66;GAM;151005;NO;T09;LUN JEU;CS
AUTO32373;14/8/2023;14/8/2023;14/8/2023;Collecte;g4tx3nrqg0;NO_T14_GRE EAUX C_LUN JEU_CS_151007;0;60;82;;;10650;0;23,6;;23,6;GAM;151007;NO;T14;LUN JEU;CS
AUTO32385;14/8/2023;14/8/2023;;Collecte;1hx5205tl5;;0;2500;6146;;;0;0;40,07;;40,07;GAM;;;;;
AUTO32374;14/8/2023;14/8/2023;14/8/2023;Collecte;uwr44zs7w5; TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale;59;476;1297;;59;14013;0,04;48,29;0,04;48,33;GAM;; TEST NE;T08;LUN;OMR
AUTO32384;14/8/2023;14/8/2023;;Collecte;fknz9lrv64;;0;914;4121;;;0;0;56,28;;56,28;GAM;;;;;
AUTO32376;14/8/2023;14/8/2023;;Collecte;9zz5ph3zpi;NE_T13_GRE ST URS HOCHE J ARC_ LUN JEU_OMR_110015;250;1284;3843;;250;0;0,07;31,84;0,07;31,91;GAM;110015;NE;T13; LUN JEU;OMR
AUTO32375;14/8/2023;14/8/2023;14/8/2023;Collecte;xbq43ggoqh;NE_T11_GRE QUAI ILE VERTE_LUN JEU_OMR_110002;5319;60;;;35;9817;7,76;16,95;0,03;24,71;GAM;110002;NE;T11;LUN JEU;OMR
AUTO32387;14/8/2023;14/8/2023;;Collecte;pvqkjig664;;0;952;3187;;;0;0;29,14;;29,14;GAM;;;;;
AUTO32386;14/8/2023;14/8/2023;;Collecte;qvjjsw3qoz;;67;745;2382;;67;0;0,01;39,02;0,01;39,03;GAM;;;;;
AUTO32377;14/8/2023;14/8/2023;14/8/2023;Collecte;FnZSedjmt4;NE_T18_GRE ESPLANADE J JAURES_LUN JEU_OMR_110021;6780;60;;;;9606;7,54;8,67;;16,21;GAM;110021;NE;T18;LUN JEU;OMR
AUTO32388;14/8/2023;14/8/2023;;Collecte;7gzsssozgf;;44;900;5645;;44;0;0,02;41,16;0,02;41,18;GAM;;;;;
AUTO32378;14/8/2023;14/8/2023;14/8/2023;Collecte;uzqctwc7pp;NE_T19_GRE CONDORCET G RAMBAUD_LUN JEU_OMR_110022;228;1127;3629;;228;19065;0,09;26,63;0,09;26,72;GAM;110022;NE;T19;LUN JEU;OMR
AUTO32379;14/8/2023;14/8/2023;14/8/2023;Collecte;BqsVQSMm80;NE_T15_GRE POULAT CASERNE BONNE_LUN JEU_OMR_110023;127;;;;;285;0,17;0,67;;0,84;GAM;110023;NE;T15;LUN JEU;OMR
AUTO32382;14/8/2023;14/8/2023;;Collecte;oF7I4xGfPC;NE_T17_GRE GRENETTE MALHERBE_LUN JEU_OMR_110006;7182;60;4609;;65;0;7,11;18,84;0,01;25,95;GAM;110006;NE;T17;LUN JEU;OMR
AUTO32383;14/8/2023;14/8/2023;;Collecte;egru8o9gip; TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale;8439;94;1542;;207;0;16,51;34,41;0,06;50,92;GAM;; TEST NE;T08;LUN;OMR
AUTO32389;14/8/2023;14/8/2023;14/8/2023;Collecte;y2qwjva4su;GS_T08_VIZILLE_LUN_OMR_160005;8801;23;;;98;15199;15,12;39,62;0,03;54,74;GAM;160005;GS;T08;LUN;OMR
AUTO32390;14/8/2023;14/8/2023;14/8/2023;Collecte PAV;8qtjzvpvsd;test pav;65;8978;346;;65;27174;0,05;61,6;0,05;61,65;GAM;;test pav;;;
AUTO32394;14/8/2023;14/8/2023;;Collecte PAV;37ix70x3dv;;211;6333;;;211;0;0,12;81,17;0,12;81,29;GAM;;;;;
AUTO32391;14/8/2023;14/8/2023;;Collecte;59av7mpv00;SUD_T08_IDENTIF_LUN_CS_120059;8971;32;2094;;79;0;11,65;23,08;0,01;34,73;GAM;120059;SUD;T08;LUN;CS
AUTO32392;14/8/2023;14/8/2023;;Collecte;j1h4gptjli;GS_T06_VIF 1_LUN_OMR_129016;7211;1186;648;;103;0;20,74;76,13;0,05;96,87;GAM;129016;GS;T06;LUN;OMR
AUTO32393;14/8/2023;14/8/2023;;Collecte;a4rn5sg8yd;SUD_T12_PONT CL EST_LUN_OMR_120045;17105;60;;;143;0;27,39;70,43;0,06;97,82;GAM;120045;SUD;T12;LUN;OMR
AUTO32401;14/8/2023;14/8/2023;;Collecte;a0lou2mbga;;132;797;;;132;0;0,04;9,88;0,04;9,92;GAM;;;;;
AUTO32395;14/8/2023;14/8/2023;14/8/2023;Collecte;tlgnhaw79b;SUD_T03_ECH COLL_LUN_CS_120035;6533;601;;;39;11747;11;12,59;0,02;23,59;GAM;120035;SUD;T03;LUN;CS
AUTO32396;14/8/2023;14/8/2023;14/8/2023;Collecte;oxe1pddfqt;SUD_T11_IDENTIF_LUN_CS_120065;6503;25;6130;;26;15470;10,34;29,78;0,01;40,12;GAM;120065;SUD;T11;LUN;CS
AUTO32403;14/8/2023;14/8/2023;;Collecte;7nHTChwECF;;8024;64;3722;;233;0;13,7;32,99;0,13;46,69;GAM;;;;;
AUTO32404;14/8/2023;14/8/2023;;Collecte;HHrKcPoPW1;;9380;35;;;269;0;12,64;49,31;0,13;61,95;GAM;;;;;
AUTO32397;14/8/2023;14/8/2023;;Collecte;9tcc9i42vm;GS_T06_VIF 1_LUN_OMR_129016;84;25;1604;;84;0;0,07;67,36;0,07;67,43;GAM;129016;GS;T06;LUN;OMR
AUTO32398;14/8/2023;14/8/2023;;Collecte;7joy6o7022;SUD_T10_IDENTIF_LUN_CS_120063;0;1466;;;;0;0;40,59;;40,59;GAM;120063;SUD;T10;LUN;CS
AUTO32399;14/8/2023;14/8/2023;14/8/2023;Collecte;1t8IcmYe1z;SUD_T MINI_PN GRE ECH CLX PCLX_ MAR_OMR_120067;0;;;;;184;0;0,97;;0,97;GAM;120067;SUD;T MINI; MAR;OMR
AUTO32400;14/8/2023;14/8/2023;;Collecte;1t8IcmYe1z;SUD_T09_IDENTIF_LUN_CS_120061;9721;517;2423;;18;0;10,89;20,76;0,01;31,65;GAM;120061;SUD;T09;LUN;CS
AUTO32405;14/8/2023;14/8/2023;;Collecte;dcw2igdtrd;;44;513;;;44;0;0,03;39,14;0,03;39,17;GAM;;;;;
AUTO32406;14/8/2023;14/8/2023;;Collecte;nczhm372sk;;0;1155;1088;;;0;0;73,87;;73,87;GAM;;;;;
AUTO32402;14/8/2023;14/8/2023;;Collecte;u16rgi3exd;SUD_T MINI_PN GRE ECH CLX PCLX_ MAR_OMR_120067;4770;381;405;;57;0;4,25;37,76;0,02;42,01;GAM;120067;SUD;T MINI; MAR;OMR
AUTO32407;14/8/2023;14/8/2023;;Collecte;3vd60rp65f;;1813;975;;;;0;2,36;33,99;;36,35;GAM;;;;;
AUTO32408;14/8/2023;14/8/2023;14/8/2023;Collecte PAV;cewxgzybhe;test pav;37;3325;;;37;7034;0,02;36,08;0,02;36,1;GAM;;test pav;;;
AUTO32409;14/8/2023;14/8/2023;;Collecte;080o9d41z3;;994;8;;;36;0;0,92;54,42;0,01;55,34;GAM;;;;;
AUTO32410;14/8/2023;14/8/2023;;Collecte;57igmhyovd;;37;60;;;37;0;0,01;19,56;0,01;19,57;GAM;;;;;
AUTO32412;14/8/2023;14/8/2023;14/8/2023;Collecte PAV;cewxgzybhe;TEST PAV_1771_LA LUIRE_MER_CS_170005;304;7527;350;;304;15773;0,27;79,34;0,27;79,61;GAM;170005;TEST PAV;1771;MER;CS
AUTO32413;14/8/2023;14/8/2023;;Collecte PAV;ho0t7l1jay;;54;3592;2;;54;0;0,02;41,05;0,02;41,07;GAM;;;;;
AUTO32415;15/8/2023;15/8/2023;15/8/2023;Collecte;nlz4jniqc3;GS_T05_VLB VLH_MAR_OMR;10489;74;355;;674;20222;18,63;62,93;0,42;81,56;GAM;;GS;T05;MAR;OMR
AUTO32416;15/8/2023;15/8/2023;15/8/2023;Collecte;87haddx1cc;GS_T03_VLH_MAR_OMR;165;481;701;;165;17731;0,15;85,71;0,15;85,86;GAM;;GS;T03;MAR;OMR
AUTO32417;15/8/2023;15/8/2023;15/8/2023;Collecte;ukgs1JXztl;NO_T02_FONTAINE_MAR_OMR_131003;8804;51;;;40;13486;16,81;21,75;0;38,56;GAM;131003;NO;T02;MAR;OMR
AUTO32418;15/8/2023;15/8/2023;;Collecte;uzqctwc7pp;NE_T19_GRE CONDORCET G RAMBAUD_MAR VEN_CS_110022;22;392;5321;;22;0;0,01;25,32;0,01;25,33;GAM;110022;NE;T19;MAR VEN;CS
AUTO32419;15/8/2023;15/8/2023;;Collecte;ux94b14wke;NO_T06_ST EGREVE N_MAR VEN_OMR_142006;9205;1158;497;;51;0;22;44,81;0,07;66,81;GAM;142006;NO;T06;MAR VEN;OMR
AUTO32420;15/8/2023;15/8/2023;15/8/2023;Collecte;912yxz768z;GS_T01_GUA VARC VIF_MAR_OMR_160010;5216;29;841;;84;16559;9,08;105,73;0,08;114,81;GAM;160010;GS;T01;MAR;OMR
AUTO32422;15/8/2023;15/8/2023;;Collecte;ih6g9vhdlz;NO_T07_ST EGREVE SUD_MAR_OMR_142007;106;1784;;;106;0;0,11;61,77;0,11;61,88;GAM;142007;NO;T07;MAR;OMR
AUTO32544;17/8/2023;17/8/2023;;Collecte;htl2qtq856;GS_T02_VARCES EST_JEU_CS_128013;8084;1789;1834;;196;0;14,62;69,55;0,09;84,17;GAM;128013;GS;T02;JEU;CS
AUTO32545;17/8/2023;17/8/2023;17/8/2023;Collecte;912yxz768z;GS_T01 TSUP_ SECH MONT_JEU_OMR_160008;5329;1721;1134;;86;18158;9,57;82,04;0,04;91,61;GAM;160008;GS;T01 TSUP;JEU;OMR
AUTO32546;17/8/2023;17/8/2023;;Collecte;uwr44zs7w5;NE_T08_SMH IND+COLL_JEU_OMR_101014;72;1232;2243;;72;0;0,06;43,03;0,06;43,09;GAM;101014;NE;T08;JEU;OMR
AUTO32547;17/8/2023;17/8/2023;17/8/2023;Collecte;ukgs1JXztl;NO_T02_FONTAINE_JEU_CS_131003;9511;60;;;59;10431;16,26;1,15;0,06;17,41;GAM;131003;NO;T02;JEU;CS
AUTO32548;17/8/2023;17/8/2023;;Collecte;AhnI9sMNTj;NO_T01_FONTAINE_JEU_CS_131001;8273;272;5952;;92;0;12,99;36,39;0,08;49,38;GAM;131001;NO;T01;JEU;CS
AUTO32549;17/8/2023;17/8/2023;;Collecte;ih6g9vhdlz;NO_T07_ST EGREVE SUD_JEU_CS_142007;62;185;873;;62;0;0,03;61,98;0,03;62,01;GAM;142007;NO;T07;JEU;CS
AUTO32550;17/8/2023;17/8/2023;;Collecte;j364urbaz5;NE_T01_TRONC MEYS2_LUN JEU_OMR_110004;10580;187;;;33;0;20,44;14,29;0,01;34,73;GAM;110004;NE;T01;LUN JEU;OMR
AUTO32551;17/8/2023;17/8/2023;17/8/2023;Collecte;csu9voc7bl;NO_T03_SASSENAGE FONT_JEU_CS_130011;67;60;;;67;21169;0,04;42,27;0,04;42,31;GAM;130011;NO;T03;JEU;CS
AUTO32552;17/8/2023;17/8/2023;17/8/2023;Collecte;pgf8clwyux;NO_T06_ST EGREVE N_LUN JEU_CS_142006;97;60;409;;97;16054;0,1;56,91;0,1;57,01;GAM;142006;NO;T06;LUN JEU;CS
AUTO32572;17/8/2023;17/8/2023;;Collecte;y7gjux7fmc;;7504;23;6883;;44;0;11,71;34,8;0,01;46,51;GAM;;;;;
